"talk_name","speaker","session","date","month","year","conference","role","speaker_order","num_words","runtime","talk_number","link","kicker","text"
"Finding Joy in Christ","Steven J. Lund","saturday-afternoon",2020-10-03 00:00:00.000,"October",2020,"October 2020","Young Men General President",2,1514,"9:56",1,"https://www.churchofjesuschrist.org/study/general-conference/2020/10/23lund","The surest way to find joy in this life is to join Christ in helping others.","The Lord does not ask our Aaronic Priesthood youth to do everything, but what He does ask is awe-inspiring.
A few years ago, our little family went through what many families face in this fallen world. Our youngest son, Tanner Christian Lund, contracted cancer. He was an incredible soul, as nine-year-olds tend to be. He was hilariously mischievous and, at the same time, stunningly spiritually aware. Imp and angel, naughty and nice. When he was little and was every day bewildering us with his shenanigans, we wondered if he was going to grow up to be the prophet or a bank robber. Either way, it seemed that he was going to leave a mark on the world.
And then he became desperately ill. Over the next three years, modern medicine employed heroic measures, including two bone marrow transplants, where he caught pneumonia, requiring him to spend 10 weeks unconscious on a ventilator. Miraculously, he recovered for a short time, but then his cancer returned.
Shortly before he passed away, Tanner’s disease had invaded his bones, and even with strong pain medicines, still he hurt. He could barely get out of bed. One Sunday morning, his mom, Kalleen, came into his room to check on him before the family left for church. She was surprised to see that he had somehow gotten himself dressed and was sitting on the edge of his bed, painfully struggling to button his shirt. Kalleen sat down by him. “Tanner,” she said, “are you sure you are strong enough to go to church? Maybe you should stay home and rest today.”
He stared at the floor. He was a deacon. He had a quorum. And he had an assignment.
“I’m supposed to pass the sacrament today.”
“Well, I’m sure someone could do that for you.”
“Yes,” he said, “but … I see how people look at me when I pass the sacrament. I think it helps them.”
So Kalleen helped him button his shirt and tie his tie, and they drove to church. Clearly, something important was happening.
I came to church from an earlier meeting and so was surprised to see Tanner sitting on the deacons’ row. Kalleen quietly told me why he was there and what he had said: “It helps people.”
And so I watched as the deacons stepped to the sacrament table. He leaned gently against another deacon as the priests passed them the bread trays. And then Tanner shuffled to his appointed place and took hold of the end of the pew to steady himself as he presented the sacrament.
It seemed that every eye in the chapel was on him, moved by his struggle as he did his simple part. Somehow Tanner expressed a silent sermon as he solemnly, haltingly moved from row to row—his bald head moist with perspiration—representing the Savior in the way that deacons do. His once indomitable deacon’s body was itself a little bruised, broken, and torn, willingly suffering to serve by bearing the emblems of the Savior’s Atonement into our lives.
Seeing how he had come to think about being a deacon made us think differently too—about the sacrament, about the Savior, and about deacons and teachers and priests.
I wonder at the unspoken miracle that had impelled him that morning to respond so bravely to that still, small call to serve, and about the strength and capacities of all of our emergent youth as they push themselves to respond to a prophet’s call to enlist in God’s battalions and join in the work of salvation and exaltation.
Every time a deacon holds a sacrament tray, we are reminded of the sacred story of the Last Supper, of Gethsemane, of Calvary, and of the garden tomb. When the Savior said to His Apostles, “This do in remembrance of me,”He was also speaking through the ages to each of us. He was speaking of the unending miracle that He would provide as future deacons, teachers, and priests would present His emblems and invite His children to accept His atoning gift.
All of the sacramental symbols point us to that gift. We contemplate the bread that He once broke—and the bread the priests before us are, in turn, now breaking. We think of the meaning of the liquid consecrated, then and now, as sacrament prayers solemnly pass from the mouths of young priests into our hearts and into the heavens, renewing covenants that connect us to the very powers of Christ’s salvation. We may think about what it means when a deacon carries the sacred emblems to us, standing as he does where Jesus would stand if He were there, offering to lift our burdens and our pain.
Fortunately, young men and women do not have to get sick to discover joy and purpose in serving the Savior.
Elder David A. Bednar has taught that to grow and become as missionariesare,we should do what missionariesdo,and then, “line upon line and precept upon precept, … [we] can gradually become the missionary … the Savior expects.”
Likewise, if we desire “to be like Jesus,”we should do what Jesus does, and in one astonishing sentence, the Lord explains what it is that He does: He said, “For behold, this is my work and my glory—to bring to pass the immortality and eternal life of man.”
The Savior’s mission has always and forever been to serve His Father by saving His children.
And the surest way to find joy in this life is to join Christ in helping others.
This is the simple truth that inspired the Children and Youth program.
All Children and Youth activities and all Children and Youth teachings are about helping young people become more like Jesus by joining with Him in His work of salvation and exaltation.
Children and Youth is a tool to help every Primary child and youth to grow in discipleship and to gain a faith-filled vision of what the way of happiness looks like. They can come to anticipate and yearn for the way stations and signposts along thecovenant path, where they will be baptized and confirmed with the gift of the Holy Ghost and soon belong to quorums and Young Women classes, where they will feel the joy of helping others through a succession of Christlike acts of service. They will set goals, large and small, that will bring balance to their lives as they become more like the Savior. For the Strength of Youth conferences and magazines, theFriend,and the Gospel Living app will help center them in finding joy in Christ. They will anticipate the blessings of holding limited-use temple recommends and feel the spirit of Elijah through the influence of the Holy Ghost as they pursue the blessings of the temple and family history. They will be guided by patriarchal blessings. In time, they will see themselves going into temples to be endowed with power and to find joy there as they are eternally connected, come what may, with their families.
Against headwinds of pandemic and calamity, bringing about the full promise of the new Children and Youth program is still a work in progress—but there is urgency. Our youth cannot wait for the world to right itself before they come to know the Savior. Some are making decisions even now that they would not make if they understood their true identities—and His.
And so the urgent call from God’s battalions in fateful training is for “all hands on deck!”
Moms and dads, your sons need you to support them now as passionately as ever you have in the past when they have been about lesser things like badges and pins. Mothers and fathers, priesthood and Young Women leaders, if your youth are struggling, Children and Youth will help bring them to the Savior, and the Savior will bring them peace.
Quorum and class presidencies, step up and take your rightful place in the Lord’s work.
Bishops, link your keys with those of quorum presidents, and your quorums—and your wards—will forever change.
And to you of the rising generation, I testify, as one who knows, that youarebeloved sons and daughters of God and He has a work for you to do.
As you rise to the majesty of your stations, with all of your hearts, might, mind, and strength, you will come to love God and keep your covenants and trust in His priesthood as you work to bless others, beginning in your own homes.
I pray that you will strive, with redoubled energy worthy of this time, to serve, exercise faith, repent, and improve each day, to qualify to receive temple blessings and the enduring joy that comes only through the gospel of Jesus Christ. I pray that you will prepare to become that diligent missionary, loyal husband or wife, loving father or mother that you have been promised you may ultimately become by being a true disciple of Jesus Christ.
May you help prepare the world for the Savior’s return by inviting all to come unto Christ and receive the blessings of His Atonement. In the name of Jesus Christ, amen."
"The Culture of Christ","William K. Jackson","saturday-afternoon",2020-10-03 00:00:00.000,"October",2020,"October 2020","Of the Seventy",6,1500,"NA",1,"https://www.churchofjesuschrist.org/study/general-conference/2020/10/27jackson","We can cherish the best of our individual earthly cultures and be full participants in the eternal culture that comes from the gospel of Jesus Christ.","What a magnificent world we live in and share, home to a great diversity of peoples, languages, customs, and histories—spread out over hundreds of countries and thousands of groups, each rich in culture. Mankind has much to be proud of and to celebrate. But though learned behavior—those things to which we are exposed by the cultures we grow up in—can serve as a great strength in our lives, it can also, at times, become a significant obstacle.
It may seem that culture is so heavily embedded in our thinking and behavior that it is impossible to change. It is, after all, much of what we feel defines us and from which we feel a sense of identity. It can be such a strong influence that we can fail to see the man-made weaknesses or flaws in our own cultures, resulting in a reluctance to throw off some of the traditions of our fathers. An overfixation on one’s cultural identity may lead to the rejection of worthwhile—even godly—ideas, attributes, and behavior.
I knew a wonderful gentleman not too many years ago who helps to illustrate this universal principle of cultural myopia. I first met him in Singapore when I was assigned to be his family’s home teacher. A distinguished professor of Sanskrit and Tamil, he hailed from the south of India. His wonderful wife and two sons were members of the Church, but he had never joined nor listened much to the teachings of the gospel. He was happy with the way his wife and sons were developing and supported them fully in their undertakings and Church responsibilities.
When I offered to teach him the principles of the gospel and share our beliefs with him, he initially balked. It took me a while to figure out why: he felt that by so doing, he would become a traitor to his past, his people, and his history! To his way of thinking, he would be denying everything he was, everything his family had taught him to be, his very Indian heritage. Over the next few months, we were able to talk about these issues. I was awed (though not surprised!) by how the gospel of Jesus Christ was able to open his eyes to a different viewpoint.
In most man-made cultures, there is found both good and bad, constructive and destructive.
Many of our world’s problems are a direct result of clashes between those of differing ideas and customs arising from their culture. But virtuallyallconflict and chaos would quickly fade if the world would only accept its original culture, the one we all possessed not so very long ago. This culture dates back to our premortal existence. It was the culture of Adam and Enoch. It was the culture founded on the Savior’s teachings in the meridian of time, and it is available to all women and men once again in our day. It is unique. It isthe greatest of all cultures and comes from the great plan of happiness, authored by God and championed by Christ. It unites rather than divides. It heals rather than harms.
The gospel of Jesus Christ teaches us that there is purpose in life. Our being here is not just some big cosmic accident or mistake! We are here for a reason.
This culture is grounded in the testimony that our Heavenly Father exists, that He is real and loves each one of us individually. We are His “work and [His] glory.”This culture espouses the concept of equal worth. There is no recognition of caste or class. We are, after all, brothers and sisters, spirit children of our heavenly parents—literally. There is no prejudice or “us versus them” mentality in the greatest of all cultures. We are all “us.” We are all “them.” We believe that we are responsible and accountable for ourselves, one another, the Church, and our world. Responsibility and accountability are important factors in our growth.
Charity, true Christlike caring, is the bedrock of this culture. We feel real concern for the needs of our fellowman, temporal and spiritual, and act on those feelings. This dispels prejudice and hatred.
We enjoy a culture of revelation, centered on the word of God as received by the prophets (and personally verifiable to each one of us through the Holy Ghost). All humankind can know the will and mind of God.
This culture champions the principle of agency. The ability to choose is extremely important for our development and our happiness. Choosing wisely is essential.
It is a culture of learning and study. We seek knowledge and wisdom and the best in all things.
It is a culture of faith and obedience. Faith in Jesus Christ is the first principle of our culture, and obedience to His teachings and commandments is the outcome. These give rise to self-mastery.
It is a culture of prayer. We believe that God will not only hear us but also help us.
It is a culture of covenants and ordinances, high moral standards, sacrifice, forgiveness and repentance, and caring for the temple of our bodies. All of these bear witness to our commitment to God.
It is a culture governed by the priesthood, the authority to act in God’s name, the power of God to bless His children. It edifies and enables individuals to be better people, leaders, mothers, fathers, and companions—and it sanctifies the home.
True miracles abound in this, the oldest of all cultures, wrought by faith in Jesus Christ, the power of the priesthood, prayer, self-improvement, true conversion, and forgiveness.
It is a culture of missionary work. The worth of souls is great.
In the culture of Christ, women are elevated to their proper and eternal status. They are not subservient to men, as in many cultures in today’s world, but full and equal partners here and in the world to come.
This culture sanctions the sanctity of the family. The family is the basic unit of eternity. The perfection of the family is worth any sacrifice because, as has been taught, “no other success can compensate for failure in the home.”The home is where our best work is done and where our greatest happiness is attained.
In the culture of Christ, there is perspective—and eternal focus anddirection. This culture is concerned with things of lasting worth! It comes from the gospel of Jesus Christ, which is eternal and explains the why, what, and where of our existence. (It is inclusive, not exclusive.) Because this culture results from the application of our Savior’s teachings, it helps provide a healing balm of which our world is in such desperate need.
What a blessing it is to be part of this grand and noble way of life! To be part of this, the greatest of all cultures, will require change. The prophets have taught that it is necessary to leave behind anything in our old cultures that is inconsistent with the culture of Christ. But that doesn’t mean we have to leave behindeverything.The prophets have also emphasized that we are invited, one and all, to bring our faith and talents and knowledge—all that is good in our lives and our individual cultures—withus and let the Church “add to it” through the message of the gospel.
The Church of Jesus Christ of Latter-day Saints is hardly a Western society or an American cultural phenomenon. It is an international church, as it was always meant to be. More than that, it is supernal. New members from around the world bring richness, diversity, and excitement into our ever-growing family. Latter-day Saints everywhere still celebrate and honor their own heritage and heroes, but now they are also part of something far grander. The culture of Christ helps us to see ourselves as we really are, and when seen through the lens of eternity, tempered with righteousness, it serves to increase our ability to fulfill the great plan of happiness.
So what happened to my friend? Well, he was taught the lessons and joined the Church. His family has since been sealed for time and all eternity in the Sydney Australia Temple. He has given up little—and gained the potential for everything. He discovered that he can still celebrate his history, still be proud of his ancestry, his music and dance and literature, his food, his land and its people. He has found that there is no problem incorporating the best of his local culture into the greatest of all cultures. He discovered that bringing that which is consistent with truth and righteousness from his old life into his new one serves only to enhance his fellowship with the Saints and to assist in uniting all as one in the society of heaven.
We can, indeed, all cherish the best of our individual earthly cultures and still be full participants in the oldest culture of them all—the original, the ultimate, the eternal culture that comes from the gospel of Jesus Christ. What a marvelous heritage we all share. In the name of Jesus Christ, amen."
"Let Patience Have Her Perfect Work, and Count It All Joy!","Jeremy R. Jaggi","sunday-afternoon",2020-10-04 00:00:00.000,"October",2020,"October 2020","Of the Seventy",2,1492,"10:15",1,"https://www.churchofjesuschrist.org/study/general-conference/2020/10/52jaggi","When we exercise patience, our faith increases. As our faith increases, so does our joy.","Two years ago, my youngest brother, Chad, stepped through the veil. His transition to the other side left a hole in the heart of my sister-in-law Stephanie; their two small children, Braden and Bella; as well as the rest of the family. We found comfort in the words of Elder Neil L. Andersen in general conference the week before Chad died: “In the crucible of earthly trials, patiently move forward, and the Savior’s healing power will bring you light, understanding, peace, and hope” (“Wounded,”EnsignorLiahona,Nov. 2018, 85).
We have faith in Jesus Christ; we know we will join Chad again, but losing his physical presence hurts! Many have lost loved ones. It is hard to be patient and wait for the time we will rejoin them.
The year after he died, we felt like a dark cloud overshadowed us. We sought refuge in studying our scriptures, praying with more fervency, and attending the temple more frequently.The lines from this hymn capture our feelings at the time: “The day dawn is breaking, the world is awaking, the clouds of night’s darkness are fleeing away” (“The Day Dawn Is Breaking,”Hymns,no. 52).
Our family determined that 2020 would be a refreshing year! We were studying ourCome, Follow Melesson in the New Testament book of James in late November 2019 when a theme revealed itself to us. James, chapter 1, verse 2 reads, “My brethren, count it all joy when ye fall into many afflictions” (Joseph Smith Translation, James 1:2 [inJames 1:2, footnotea]). In our desire to open a new year, a new decade, with joy, we decided that in 2020 we would “count it all joy.” We felt so strongly about it that last Christmas we gifted our siblings T-shirts that said in bold letters, “Count It All Joy.” The year 2020 would surely be a year of joy and rejoicing.
Well, here we are—2020 instead brought the global COVID-19 pandemic, civil unrest, more natural disasters, and economic challenges. Our Heavenly Father may be allowing us time to reflect and consider our understanding of patience and our conscious decision to choose joy.
The book of James has since taken on new meaning for us.James, chapter 1, verses 3 and 4continue:
“Knowing this, that the trying of your faith worketh patience.
“But let patience have her perfect work, that ye may be perfect and entire, wanting nothing.”
In our efforts to find joy in the midst of our trials, we had forgotten that having patience is the key to letting those trials work for our good.
King Benjamin taught us to put off the natural man and become “a saint through the atonement of Christ the Lord, and [become] as a child, submissive, meek, humble, patient, full of love, willing to submit to all things” (Mosiah 3:19).
Chapter 6 ofPreach My Gospelteaches key attributes of Christ that we can emulate: “Patience is the capacity to endure delay, trouble, opposition, or suffering without becoming angry, frustrated, or anxious. It is the ability to do God’s will and accept His timing. When you are patient, you hold up under pressure and are able to face adversity calmly and hopefully” (Preach My Gospel: A Guide to Missionary Service,rev. ed. [2019], 126).
Patience’s perfect work may also be illustrated in the life of one of Christ’s early disciples, Simon the Canaanite. The Zealots were a group of Jewish nationalists who strongly opposed Roman rule. The Zealot movement advocated violence against the Romans, their Jewish collaborators, and the Sadducees by raiding for provisions and pursuing other activities to aid their cause (seeEncyclopedia Britannica,“Zealot,” britannica.com). Simon the Canaanite was a Zealot (seeLuke 6:15). Imagine Simon trying to coax the Savior into taking up arms, leading a militant group, or creating chaos in Jerusalem. Jesus taught:
“Blessed are the meek: for they shall inherit the earth. …
“Blessed are the merciful: for they shall obtain mercy. …
“Blessed are the peacemakers: for they shall be called the children of God” (Matthew 5:5, 7, 9).
Simon may have embraced and advocated his philosophy with zeal and passion, but the scriptures suggest that through the influence and example of the Savior, his focus changed. His discipleship of Christ became the central focus of his life’s efforts.
As we make and keep covenants with God, the Savior can help us to “be born again; yea, born of God, changed from [a] carnal and fallen state, to a state of righteousness, being redeemed of God, becoming his sons and daughters” (Mosiah 27:25).
Of all the zealous social, religious, and political endeavors of our day, letdisciple of Jesus Christbe our most pronounced and affirming affiliation. “For where your treasure is, there will your heart be also” (Matthew 6:21). Let us also not forget that even after faithful disciples had “done the will of God,” they “[had] need of patience” (Hebrews 10:36).
Just as the trying of our faith works patience within us, when we exercise patience, our faith increases. As our faith increases, so does our joy.
This past March, our second daughter, Emma, like manymissionaries in the Church, went into mandatory isolation. Many missionaries came home. Many missionaries awaited reassignment. Many did not receive their temple blessings before departing to a field of labor. Thank you, elders and sisters. We love you.
Emma and her companion in the Netherlands were stretched in those first several weeks—stretched to tears in many instances. With only brief opportunities for in-person interaction and limited outdoor exposure, Emma’s reliance on God increased. We prayed with her online and asked how we could help. She asked us to connect with friends she was teaching online!
Our family began to connect online, one by one, with Emma’s friends in the Netherlands. We invited them to join our weekly, online, extended-familyCome, Follow Mestudy. Floor, Laura, Renske, Freek, Benjamin, Stal, and Muhammad all have become our friends. Some of our friends from the Netherlands have entered “in at the strait gate” (3 Nephi 14:13). Others are being shown “the straitness of the path, and the narrowness of the gate, by which they should enter” (2 Nephi 31:9). They are our brothers and sisters in Christ. Each week we “count it all joy” as we work together in our progress on the covenant path.
We “let patience have her perfect work” (James 1:4) in our inability to meet in person as ward families for a season. But we count as joy our families’ faith increasing through new technology connections andCome, Follow Mestudy of the Book of Mormon.
President Russell M. Nelson promised, “Your consistent efforts in this endeavor—even during those moments when you feel that you are not being particularly successful—will change your life, that of your family, and the world” (“Go Forward in Faith,”EnsignorLiahona,May 2020, 114).
Where we make sacred covenants with God—the temple—is temporarily closed. Where we keep covenants with God—the home—is open! We have an opportunity at home to study and ponder on the exceptional beauty of temple covenants. Even in the absence of entry into that sacred physical space, our “hearts … shall greatly rejoice in consequence of the blessings which shall be poured out” (Doctrine and Covenants 110:9).
Many have lost jobs; others have lost opportunities. We joy, however, alongside President Nelson, who recently stated: “Voluntary fast offerings from our members have actually increased, as well as voluntary contributions to our humanitarian funds. … Together we will overcome this difficult time. The Lord will bless you as you continue to bless others” (Russell M. Nelson’s Facebook page, post from Aug. 16, 2020, facebook.com/russell.m.nelson).
“Be of good cheer” is the commandment from the Lord, not be of good fear (Matthew 14:27).
Sometimes we get impatient when we think we are “doing everything right” and we still do not receive the blessings we desire. Enoch walked with God for 365 years before he and his people were translated. Three hundred and sixty-five years of striving to do everything right, and then it happened! (SeeDoctrine and Covenants 107:49.)
My brother Chad’s passing came just a few months after our release from presiding over the Utah Ogden Mission. It was miraculous that while we were living in Southern California, of all the 417 missions we could have been assigned to in the year 2015, we were assigned to northern Utah. The mission home was a 30-minute drive to Chad’s home. Chad’s cancer was diagnosed after we received our mission assignment. Even in the most trying circumstance, we knew that our Heavenly Father was mindful of us and helping us find joy.
I witness of the redeeming, sanctifying, humbling, and joyous power of the Savior Jesus Christ. I witness that when we pray to our Heavenly Father in the name of Jesus, He will answer us. I witness that as we hear, hearken, and heed the voice of the Lord and His living prophet, President Russell M. Nelson, we can “let patience have her perfect work” and “count it all joy.” In the name of Jesus Christ, amen."
"Ask, Seek, and Knock","Milton Camargo","sunday-afternoon",2020-10-04 00:00:00.000,"October",2020,"October 2020","First Counselor in the Sunday School General Presidency",4,1484,"10:10",1,"https://www.churchofjesuschrist.org/study/general-conference/2020/10/54camargo","An important part of Heavenly Father’s plan is the opportunity to communicate with Him anytime we want.","Four months ago, in my study of the scriptures, I was reading about Alma’s mission in Ammonihah when I came across this suggestion inCome, Follow Me:“As you read about the great blessings God gave the people of Nephi (seeAlma 9:19–23), ponder the great blessings He has given you.”I decided to make a list of God’s blessings to me and record it in my digital version of the manual. In a matter of minutes, I had listed 16 blessings.
Foremost among them were the great blessings of the Savior’s mercy and atoning sacrifice on my behalf. I also wrote of the blessing I had to represent the Savior as a young missionary in Portugal and, later, with my loving eternal companion, Patricia, in the Brazil Porto Alegre South Mission, where we served with 522 powerful and wonderful missionaries. Speaking of Patricia, many of the blessings I recorded that day are blessings we have enjoyed together throughout our 40 years of marriage—including our sealing in the São Paulo Brazil Temple, our three wonderful children, their spouses, and our 13 grandchildren.
My thoughts turned also to my righteous parents, who raised me in the principles of the gospel. I was reminded in particular of a moment when my loving mother knelt with me to pray by my bedside when I was around 10 years of age. She must have felt that if my prayers were going to reach my Father in Heaven, they would need to improve. So she said, “I will pray first, and after my prayer, you pray.” She continued this pattern for many nights, until she was confident I had learned by principle and by practice how to speak to Heavenly Father. I will be forever grateful to her for teaching me to pray, for I learned that my Heavenly Father hears my prayers and answers them.
In fact, that was another blessing that I included in my list—the gift to be able to hear and learn the will of the Lord. An important part of Heavenly Father’s plan is the opportunity to communicate with Him anytime we want.
When the Savior visited the Americas after His Resurrection, He repeated an invitation that He had given to His disciples in Galilee. He said:
“Ask, and it shall be given unto you; seek, and ye shall find; knock, and it shall be opened unto you.
“For every one that asketh, receiveth; and he that seeketh, findeth; and to him that knocketh, it shall be opened” (3 Nephi 14:7–8; see alsoMatthew 7:7–8).
Our prophet, President Russell M. Nelson, has given a similar invitation in our day. He said: “Pray in the name of Jesus Christ about your concerns,your fears, your weaknesses—yes, the very longings of your heart. And then listen! Write the thoughts that come to your mind. Record your feelings and follow through with actions that you are prompted to take. As you repeat this process day after day, month after month, year after year, you will ‘grow into the principle of revelation.’”
President Nelson added, “In coming days, it will not be possible to survive spiritually without the guiding, directing, comforting, and constant influence of the Holy Ghost.”
Why is revelation so essential to our spiritual survival? Because the world can be confusing and noisy, full of deception and distractions. Communication with our Father in Heaven enables us to sort through what is true and what is false, what is relevant to the Lord’s plan for us and what is not. The world can also be harsh and heartbreaking. But as we open our hearts in prayer, we will feel the comfort that comes from our Father in Heaven and the assurance that He loves and values us.
The Lord said that “every one that asketh, receiveth.” Asking seems simple, and yet it is powerful because it reveals our desires and our faith. However, it takes time and patience to learn to understand the voice of the Lord. We pay attention to thoughts and feelings that come to our minds and hearts, and we write them down, as our prophet has counseled us to do. Recording our impressions is an important part of receiving. It helps us recall, review, and refeel what the Lord is teaching us.
Recently a loved one said to me, “I believe personal revelation to be true. I believe the Holy Ghost will show me all things I should do.It is easy to believe when I feel my bosom burn with undoubting conviction.But how can I have the Holy Ghost always speak to me at this level?”
To my loved one and to all of you, I would say that I too would like to constantly feel those strong impressions from the Spirit and always see clearly the path to follow. But I don’t. However, what we might feel more often is the still, small voice of the Lord whispering to our mind and heart: “I am here. I love you. Go on; do your best. I will support you.” We don’t always need to know everything or see everything.
The still, small voice is reaffirming, encouraging, and comforting—and many times that’s just what we need for the day. The Holy Ghost is real, and His impressions are real—the big ones and the small ones.
The Lord went on to promise, “He that seeketh, findeth.” Seeking implies mental and spiritual effort—pondering, testing, trying, and studying. We seek because we trust the Lord’s promises. “For he that cometh to God must believe that he is, and that he is a rewarder of them that diligently seek him” (Hebrews 11:6). When we seek, we are humbly acknowledging that we still have much to learn, and the Lord will expand our understanding, preparing us to receive more. “For behold, thus saith the Lord God: I will give unto the children of men line upon line, precept upon precept, here a little and there a little; … for unto him that receiveth I will give more” (2 Nephi 28:30).
Finally, the Lord said, “To him that knocketh, it shall be opened.” To knock is to act in faith. When we actively follow Him, the Lord opens the way before us. There is a beautiful hymn that teaches us to “wake up and do something more than dream of [our] mansion above. Doing good is a pleasure, a joy beyond measure, a blessing of duty and love.”ElderGerrit W. Gong of the Quorum of the Twelve recently explained that revelation often comes while we are in the act of doing good. He said: “As we try to reach out in service to those around us, I think the Lord gives us an extra measure of His love for them and therefore for us. I think we hear His voice—we feel Him in a different way—as we pray to help those around us because that’s one of the prayers that He most wants to answer.”
That simple suggestion inCome, Follow Meto think about my blessings brought a sweet spirit and some unexpected spiritual insights. As I continued reading about Alma and his ministry in Ammonihah, I discovered that Alma provides a good example of what it means to ask, seek, and knock. We read that “Alma labored much in the spirit, wrestling with God in mighty prayer, that he would pour out his Spirit upon the people.” That prayer, however, was not answered the way he hoped, and Alma was cast out of the city. “Weighed down with sorrow,” Alma was about to give up, when an angel delivered this message: “Blessed art thou, Alma; therefore, lift up thy head and rejoice, for thou hast great cause to rejoice.” The angel then told him to return to Ammonihah and try again, and Alma “returned speedily.”
What do we learn from Alma about asking, seeking, and knocking? We learn that prayer requires spiritual labor, and it does not always lead to the outcome we hope for. But when we feel discouraged or weighed down with sorrow, the Lord gives us comfort and strength in different ways. He may not answer all of our questions or solve all of our problems right away; rather, He encourages us to keep trying. If we then speedily align our plan with His plan, He will open the way for us, as He did for Alma.
It is my testimony that this is the dispensation of the fulness of the gospel. We can enjoy the blessings of the Atonement of Jesus Christ in our lives. We have the scriptures widely available to us. We are led by prophets who teach us the will of the Lord for the difficult times we live in. In addition, we have direct access to our own revelation so the Lord can comfort and guide us personally. As the angel said to Alma, we have “great cause to rejoice” (Alma 8:15). In the name of Jesus Christ, amen."
